hour,day,weather,event,crowd_risk
4,Friday,Cloudy,Concert,66
12,Friday,Cloudy,NoEvent,69
4,Saturday,Rain,NoEvent,65
5,Saturday,Clear,Sports,85
10,Friday,Cloudy,Festival,68
8,Tuesday,Rain,NoEvent,44
19,Friday,Cloudy,Sports,82
22,Thursday,Rain,Concert,48
7,Tuesday,Cloudy,Concert,68
9,Sunday,Rain,NoEvent,80
5,Tuesday,Rain,Concert,59
8,Monday,Cloudy,Festival,54
23,Tuesday,Cloudy,Festival,58
1,Saturday,Clear,Sports,88
12,Sunday,Cloudy,Concert,79
12,Saturday,Cloudy,Sports,78
20,Sunday,Clear,NoEvent,100
14,Sunday,Cloudy,NoEvent,90
14,Thursday,Rain,NoEvent,42
3,Friday,Clear,Sports,62
16,Saturday,Cloudy,NoEvent,85
1,Monday,Rain,Sports,56
21,Thursday,Rain,Sports,77
22,Friday,Clear,NoEvent,59
16,Friday,Rain,Festival,56
6,Tuesday,Clear,NoEvent,51
2,Thursday,Cloudy,Festival,64
23,Wednesday,Cloudy,NoEvent,64
13,Saturday,Rain,NoEvent,80
21,Tuesday,Rain,NoEvent,76
0,Saturday,Rain,Sports,60
20,Tuesday,Clear,Festival,81
1,Monday,Cloudy,NoEvent,53
19,Monday,Clear,Sports,76
21,Tuesday,Clear,Festival,90
0,Tuesday,Clear,Concert,64
10,Saturday,Clear,Concert,88
23,Thursday,Rain,NoEvent,44
16,Sunday,Clear,Concert,87
1,Sunday,Cloudy,Sports,81
3,Wednesday,Clear,Festival,57
6,Tuesday,Cloudy,Concert,56
20,Wednesday,Clear,Festival,80
6,Saturday,Rain,Festival,75
15,Tuesday,Cloudy,Festival,64
11,Friday,Rain,Concert,43
4,Tuesday,Clear,NoEvent,55
21,Thursday,Rain,Festival,74
20,Tuesday,Rain,Festival,72
14,Tuesday,Rain,Sports,54
17,Friday,Clear,Festival,77
5,Friday,Cloudy,Sports,65
19,Saturday,Rain,Concert,82
6,Tuesday,Cloudy,Sports,53
16,Sunday,Clear,Concert,76
12,Monday,Clear,NoEvent,64
13,Saturday,Rain,NoEvent,65
14,Tuesday,Clear,NoEvent,68
7,Wednesday,Rain,Festival,51
22,Sunday,Rain,Sports,70
5,Sunday,Clear,Festival,90
21,Thursday,Clear,Concert,80
17,Monday,Cloudy,Sports,71
15,Sunday,Clear,NoEvent,72
16,Saturday,Cloudy,Concert,75
0,Tuesday,Cloudy,Sports,50
21,Saturday,Rain,Sports,81
9,Wednesday,Cloudy,Concert,56
0,Tuesday,Cloudy,Sports,57
13,Wednesday,Cloudy,Festival,58
21,Thursday,Clear,Sports,79
17,Tuesday,Rain,Concert,64
12,Monday,Cloudy,Festival,66
16,Sunday,Cloudy,Sports,83
3,Sunday,Clear,NoEvent,90
15,Friday,Clear,Concert,61
15,Tuesday,Cloudy,Sports,59
17,Sunday,Rain,NoEvent,100
1,Tuesday,Cloudy,Concert,50
2,Wednesday,Rain,Festival,40
12,Tuesday,Clear,Concert,57
8,Thursday,Rain,Concert,44
4,Tuesday,Rain,Sports,58
14,Friday,Cloudy,Concert,58
12,Thursday,Rain,NoEvent,60
11,Friday,Clear,Sports,68
21,Tuesday,Clear,Sports,75
5,Saturday,Rain,Concert,63
12,Thursday,Cloudy,Concert,67
1,Wednesday,Clear,Concert,51
19,Thursday,Rain,Festival,63
6,Saturday,Cloudy,Sports,86
19,Monday,Rain,Festival,62
21,Wednesday,Cloudy,Festival,87
0,Monday,Clear,Concert,53
21,Thursday,Cloudy,Concert,81
11,Sunday,Clear,Concert,72
19,Monday,Cloudy,Sports,88
0,Saturday,Cloudy,Concert,87
13,Friday,Clear,Sports,55
20,Thursday,Cloudy,NoEvent,89
0,Sunday,Cloudy,Concert,70
4,Thursday,Cloudy,Concert,68
22,Tuesday,Rain,Festival,41
3,Tuesday,Rain,Concert,55
20,Saturday,Rain,Sports,82
23,Sunday,Clear,NoEvent,84
13,Monday,Clear,Festival,61
22,Sunday,Clear,Sports,70
11,Monday,Clear,Sports,55
14,Wednesday,Rain,Sports,49
8,Sunday,Cloudy,Concert,90
19,Thursday,Cloudy,NoEvent,74
2,Sunday,Cloudy,Festival,75
12,Tuesday,Cloudy,Concert,64
6,Monday,Clear,Festival,69
4,Tuesday,Cloudy,Concert,51
17,Friday,Clear,NoEvent,70
16,Monday,Cloudy,Festival,70
13,Thursday,Cloudy,Festival,55
0,Saturday,Rain,Sports,60
4,Tuesday,Rain,Sports,49
5,Saturday,Clear,Festival,79
1,Saturday,Clear,NoEvent,84
0,Friday,Cloudy,Sports,56
15,Saturday,Clear,Concert,81
22,Sunday,Clear,Concert,77
20,Tuesday,Cloudy,Concert,85
4,Friday,Clear,NoEvent,66
9,Friday,Clear,Festival,69
22,Tuesday,Cloudy,Festival,66
13,Sunday,Rain,Concert,65
14,Tuesday,Rain,Sports,46
13,Wednesday,Clear,NoEvent,50
5,Thursday,Cloudy,Festival,50
0,Saturday,Clear,Festival,81
0,Friday,Rain,Concert,40
1,Saturday,Clear,Festival,81
17,Monday,Rain,Sports,79
6,Friday,Cloudy,Festival,56
22,Wednesday,Cloudy,Concert,53
1,Wednesday,Cloudy,Sports,63
2,Friday,Clear,NoEvent,62
3,Monday,Cloudy,NoEvent,55
4,Wednesday,Rain,Concert,40
22,Saturday,Cloudy,Festival,74
12,Monday,Rain,NoEvent,47
15,Monday,Rain,Concert,57
23,Friday,Cloudy,Concert,70
0,Saturday,Cloudy,Concert,75
8,Saturday,Cloudy,Concert,81
9,Saturday,Clear,Sports,85
15,Thursday,Rain,Concert,44
6,Sunday,Rain,NoEvent,71
2,Monday,Rain,Sports,57
22,Monday,Cloudy,Sports,62
16,Friday,Clear,Concert,50
1,Sunday,Cloudy,Concert,81
13,Monday,Clear,Sports,56
3,Friday,Clear,Sports,66
18,Thursday,Cloudy,Sports,76
22,Wednesday,Clear,Sports,52
17,Thursday,Clear,Concert,82
17,Wednesday,Cloudy,Sports,70
9,Thursday,Cloudy,Festival,50
7,Monday,Rain,Festival,42
1,Tuesday,Rain,Festival,40
1,Saturday,Clear,Concert,70
3,Wednesday,Clear,Festival,57
3,Wednesday,Cloudy,Concert,70
14,Friday,Cloudy,Festival,60
4,Tuesday,Rain,Festival,55
2,Tuesday,Cloudy,NoEvent,55
18,Tuesday,Rain,Concert,64
5,Wednesday,Clear,Concert,51
5,Tuesday,Rain,Sports,56
10,Saturday,Cloudy,Sports,71
5,Saturday,Rain,Sports,74
12,Thursday,Cloudy,NoEvent,63
1,Wednesday,Clear,NoEvent,62
1,Saturday,Cloudy,NoEvent,88
13,Sunday,Rain,Sports,60
1,Saturday,Cloudy,Sports,71
16,Sunday,Rain,Sports,73
2,Thursday,Cloudy,Festival,54
21,Wednesday,Cloudy,NoEvent,83
15,Saturday,Clear,NoEvent,81
18,Sunday,Rain,Concert,81
0,Tuesday,Clear,Festival,58
18,Monday,Clear,Concert,77
16,Friday,Rain,Festival,43
16,Tuesday,Clear,Festival,53
5,Sunday,Clear,Sports,84
6,Wednesday,Rain,Sports,59
11,Saturday,Rain,NoEvent,74
14,Wednesday,Clear,NoEvent,68
20,Tuesday,Rain,Concert,80
14,Monday,Clear,Festival,55
1,Friday,Clear,Sports,63
23,Saturday,Cloudy,Sports,70
22,Thursday,Rain,NoEvent,45
15,Friday,Rain,Concert,50
1,Sunday,Clear,NoEvent,83
19,Tuesday,Cloudy,Concert,88
9,Monday,Rain,Festival,47
17,Thursday,Rain,Festival,76
9,Sunday,Rain,Concert,67
20,Saturday,Cloudy,Festival,100
4,Sunday,Rain,NoEvent,78
19,Sunday,Clear,NoEvent,100
2,Sunday,Cloudy,Concert,81
5,Thursday,Clear,Concert,55
12,Thursday,Cloudy,Festival,57
0,Sunday,Cloudy,Sports,84
0,Thursday,Rain,Concert,40
2,Friday,Rain,NoEvent,40
11,Wednesday,Clear,Sports,61
4,Friday,Rain,Concert,51
16,Saturday,Cloudy,Concert,88
7,Friday,Clear,Concert,52
5,Sunday,Clear,Concert,84
7,Monday,Rain,NoEvent,59
20,Saturday,Clear,Sports,100
4,Monday,Cloudy,Concert,53
23,Thursday,Rain,NoEvent,52
10,Tuesday,Rain,Festival,49
7,Wednesday,Rain,Festival,43
3,Monday,Rain,Sports,42
11,Friday,Rain,NoEvent,55
19,Monday,Rain,NoEvent,76
15,Friday,Rain,Concert,43
10,Monday,Clear,NoEvent,51
6,Saturday,Clear,NoEvent,73
9,Wednesday,Clear,Festival,53
20,Thursday,Clear,NoEvent,73
19,Thursday,Cloudy,Festival,84
9,Wednesday,Rain,NoEvent,49
15,Thursday,Clear,Festival,60
17,Tuesday,Cloudy,Concert,82
2,Saturday,Cloudy,Sports,82
11,Saturday,Rain,Concert,62
7,Friday,Rain,Sports,50
13,Monday,Cloudy,Concert,69
5,Saturday,Clear,Festival,73
10,Friday,Cloudy,NoEvent,62
1,Friday,Clear,NoEvent,55
13,Monday,Rain,Sports,45
10,Tuesday,Rain,Concert,43
14,Tuesday,Rain,Concert,50
19,Saturday,Rain,NoEvent,82
20,Friday,Rain,NoEvent,75
23,Thursday,Rain,Festival,43
14,Tuesday,Clear,Concert,61
6,Wednesday,Clear,Concert,69
23,Thursday,Cloudy,NoEvent,54
14,Sunday,Clear,NoEvent,73
13,Saturday,Cloudy,Sports,79
5,Wednesday,Rain,Sports,45
12,Monday,Cloudy,Concert,66
18,Saturday,Cloudy,NoEvent,90
19,Monday,Rain,Festival,77
0,Tuesday,Rain,Concert,50
10,Thursday,Rain,NoEvent,49
5,Friday,Clear,Sports,68
17,Monday,Rain,NoEvent,64
14,Monday,Clear,NoEvent,56
21,Thursday,Rain,NoEvent,78
14,Saturday,Rain,Concert,70
18,Saturday,Rain,Concert,97
9,Sunday,Rain,Festival,75
5,Thursday,Rain,NoEvent,41
18,Thursday,Rain,Sports,69
13,Thursday,Rain,Sports,43
6,Wednesday,Clear,NoEvent,57
5,Sunday,Clear,Festival,74
19,Tuesday,Clear,NoEvent,84
15,Saturday,Clear,Festival,71
4,Friday,Clear,Sports,64
18,Thursday,Cloudy,Sports,70
18,Friday,Rain,Sports,69
12,Wednesday,Cloudy,Sports,57
10,Monday,Cloudy,Concert,55
22,Tuesday,Cloudy,Festival,67
15,Monday,Clear,Sports,55
9,Saturday,Rain,Sports,70
2,Thursday,Rain,Festival,59
0,Friday,Cloudy,Sports,64
10,Thursday,Clear,Concert,68
8,Monday,Cloudy,Festival,69
4,Thursday,Cloudy,NoEvent,64
12,Monday,Clear,Concert,58
19,Sunday,Cloudy,Concert,100
22,Sunday,Cloudy,Festival,84
13,Saturday,Clear,NoEvent,85
20,Wednesday,Cloudy,Festival,79
23,Saturday,Cloudy,NoEvent,80
17,Tuesday,Clear,NoEvent,80
8,Sunday,Clear,Concert,80
18,Tuesday,Clear,NoEvent,82
14,Saturday,Clear,Sports,82
16,Wednesday,Clear,Concert,56
1,Tuesday,Clear,Festival,59
5,Wednesday,Rain,Concert,56
0,Sunday,Rain,Sports,71
4,Tuesday,Rain,NoEvent,40
10,Tuesday,Clear,NoEvent,52
5,Tuesday,Clear,Festival,67
11,Wednesday,Clear,Sports,57
14,Monday,Clear,Sports,67
10,Thursday,Clear,Festival,70
1,Friday,Cloudy,NoEvent,69
6,Friday,Clear,Sports,58
1,Tuesday,Rain,Concert,50
6,Friday,Clear,Festival,56
6,Monday,Cloudy,Sports,63
16,Friday,Clear,Sports,64
20,Saturday,Cloudy,Festival,100
16,Monday,Rain,Sports,58
11,Friday,Cloudy,Concert,57
3,Friday,Clear,Festival,58
16,Tuesday,Cloudy,Concert,69
1,Tuesday,Rain,Sports,56
13,Monday,Cloudy,Concert,55
13,Wednesday,Clear,NoEvent,59
0,Monday,Rain,Sports,50
15,Wednesday,Rain,Concert,50
14,Sunday,Cloudy,Concert,85
11,Tuesday,Rain,Concert,58
1,Friday,Cloudy,Concert,67
16,Friday,Clear,NoEvent,56
11,Wednesday,Rain,Festival,58
20,Wednesday,Cloudy,Festival,73
1,Monday,Rain,Concert,43
15,Monday,Clear,NoEvent,67
4,Friday,Rain,Festival,60
7,Sunday,Cloudy,Sports,70
12,Thursday,Clear,Festival,57
16,Friday,Cloudy,Festival,51
8,Thursday,Cloudy,Festival,59
15,Saturday,Clear,Concert,84
17,Monday,Cloudy,NoEvent,75
13,Wednesday,Rain,NoEvent,52
8,Saturday,Rain,Concert,63
22,Friday,Rain,Concert,41
1,Wednesday,Rain,Festival,53
13,Monday,Rain,Sports,60
15,Saturday,Rain,NoEvent,67
6,Friday,Rain,Concert,47
1,Sunday,Cloudy,Concert,70
8,Friday,Cloudy,NoEvent,55
16,Monday,Clear,Festival,57
20,Saturday,Cloudy,Festival,100
13,Wednesday,Rain,NoEvent,60
1,Friday,Clear,Sports,57
2,Monday,Rain,Festival,55
1,Thursday,Rain,Sports,53
18,Friday,Cloudy,Festival,88
0,Tuesday,Cloudy,Concert,62
0,Saturday,Rain,Concert,74
19,Tuesday,Cloudy,Sports,71
15,Tuesday,Rain,Sports,58
4,Friday,Clear,Festival,55
2,Monday,Clear,Concert,63
13,Thursday,Clear,Sports,50
8,Sunday,Cloudy,NoEvent,89
13,Wednesday,Cloudy,Concert,60
7,Sunday,Clear,NoEvent,71
13,Sunday,Rain,NoEvent,66
9,Thursday,Clear,Concert,56
11,Tuesday,Clear,Sports,60
17,Wednesday,Rain,Sports,61
5,Monday,Clear,NoEvent,57
18,Sunday,Clear,Concert,98
8,Tuesday,Clear,Concert,55
20,Tuesday,Cloudy,Sports,79
17,Wednesday,Rain,Sports,78
4,Wednesday,Cloudy,Festival,57
4,Sunday,Clear,Concert,71
19,Tuesday,Rain,Festival,69
17,Friday,Rain,NoEvent,60
16,Saturday,Clear,Festival,89
18,Thursday,Cloudy,NoEvent,79
23,Tuesday,Clear,Sports,55
8,Friday,Cloudy,Festival,53
20,Saturday,Rain,Festival,86
20,Wednesday,Clear,NoEvent,87
0,Saturday,Clear,Concert,88
18,Wednesday,Cloudy,NoEvent,76
15,Monday,Clear,Sports,55
16,Wednesday,Clear,Concert,57
4,Tuesday,Clear,Festival,53
0,Friday,Rain,NoEvent,41
14,Saturday,Clear,Festival,77
21,Tuesday,Rain,NoEvent,78
10,Monday,Cloudy,Concert,62
21,Wednesday,Rain,Concert,63
1,Sunday,Cloudy,NoEvent,78
21,Wednesday,Clear,Sports,81
8,Saturday,Clear,Festival,86
17,Friday,Rain,NoEvent,69
5,Sunday,Cloudy,Festival,78
14,Sunday,Cloudy,Festival,80
1,Tuesday,Cloudy,Sports,51
7,Tuesday,Clear,NoEvent,57
14,Monday,Cloudy,NoEvent,64
23,Saturday,Clear,Concert,71
1,Monday,Cloudy,Concert,65
4,Tuesday,Rain,NoEvent,44
3,Wednesday,Cloudy,Sports,54
20,Monday,Cloudy,NoEvent,90
7,Sunday,Clear,Festival,82
19,Tuesday,Cloudy,Festival,71
9,Thursday,Cloudy,Sports,64
19,Saturday,Rain,Festival,82
20,Sunday,Rain,NoEvent,91
18,Saturday,Cloudy,Festival,92
7,Sunday,Cloudy,Festival,74
1,Monday,Cloudy,Sports,64
18,Thursday,Rain,NoEvent,76
5,Saturday,Rain,Sports,71
0,Sunday,Cloudy,Festival,87
5,Tuesday,Cloudy,Sports,53
9,Wednesday,Rain,Festival,44
23,Saturday,Rain,Concert,75
23,Monday,Cloudy,Sports,64
12,Thursday,Cloudy,Sports,62
4,Friday,Cloudy,Festival,53
9,Tuesday,Rain,NoEvent,47
20,Tuesday,Cloudy,Sports,70
16,Friday,Cloudy,Festival,69
20,Monday,Clear,NoEvent,82
15,Monday,Rain,Concert,45
15,Saturday,Rain,Concert,73
1,Tuesday,Cloudy,NoEvent,61
11,Friday,Clear,NoEvent,60
1,Wednesday,Clear,Concert,50
20,Sunday,Cloudy,Sports,100
0,Friday,Rain,NoEvent,44
16,Saturday,Cloudy,Festival,87
4,Saturday,Rain,Sports,65
13,Saturday,Clear,Concert,72
11,Wednesday,Clear,NoEvent,59
10,Thursday,Rain,NoEvent,48
20,Friday,Cloudy,Festival,85
14,Monday,Clear,Festival,50
17,Monday,Clear,NoEvent,73
10,Friday,Rain,Festival,59
12,Friday,Cloudy,Sports,65
9,Friday,Rain,Concert,40
21,Wednesday,Cloudy,Festival,88
11,Wednesday,Cloudy,Festival,58
4,Monday,Clear,Concert,54
0,Sunday,Cloudy,NoEvent,89
20,Tuesday,Cloudy,NoEvent,90
4,Wednesday,Cloudy,Festival,69
16,Wednesday,Rain,NoEvent,42
9,Sunday,Rain,NoEvent,62
10,Tuesday,Clear,NoEvent,65
4,Monday,Rain,Festival,48
3,Monday,Cloudy,Festival,66
14,Friday,Rain,Festival,51
5,Wednesday,Cloudy,Festival,51
20,Sunday,Cloudy,Festival,98
17,Saturday,Clear,Festival,100
0,Wednesday,Cloudy,Sports,57
12,Wednesday,Rain,NoEvent,44
23,Monday,Rain,Sports,44
23,Saturday,Rain,Festival,77
8,Monday,Cloudy,Festival,59
15,Monday,Rain,Concert,42
22,Saturday,Cloudy,Concert,82
9,Saturday,Rain,Sports,66
17,Sunday,Rain,Festival,95
0,Tuesday,Rain,Festival,59
1,Monday,Clear,Festival,70
12,Wednesday,Clear,Concert,67
19,Monday,Rain,Sports,67
3,Wednesday,Rain,NoEvent,40
22,Saturday,Clear,Festival,72
17,Tuesday,Clear,Sports,83
7,Sunday,Clear,Festival,87
16,Friday,Clear,NoEvent,51
18,Saturday,Rain,NoEvent,97
3,Saturday,Rain,Concert,80
16,Saturday,Cloudy,Concert,79
0,Saturday,Rain,Festival,78
14,Thursday,Clear,Concert,65
15,Saturday,Rain,Festival,68
19,Tuesday,Cloudy,Sports,71
3,Thursday,Rain,NoEvent,60
7,Monday,Cloudy,Sports,64
15,Thursday,Cloudy,Festival,61
4,Saturday,Rain,Festival,65
16,Thursday,Clear,Sports,61
10,Thursday,Cloudy,NoEvent,64
20,Sunday,Rain,Concert,90
17,Monday,Cloudy,Sports,71
4,Thursday,Clear,NoEvent,65
18,Sunday,Clear,NoEvent,100
7,Thursday,Rain,Sports,60
4,Tuesday,Clear,Sports,52
19,Sunday,Rain,Concert,94
17,Thursday,Cloudy,Concert,89
21,Monday,Rain,Sports,68
19,Wednesday,Rain,Sports,69
6,Thursday,Clear,Sports,66
3,Thursday,Cloudy,Concert,65
13,Saturday,Cloudy,Sports,71
4,Saturday,Rain,Festival,80
9,Monday,Cloudy,NoEvent,65
3,Saturday,Rain,Festival,80
23,Friday,Clear,NoEvent,60
7,Sunday,Clear,NoEvent,87
22,Tuesday,Cloudy,Sports,62
12,Thursday,Cloudy,Sports,57
15,Tuesday,Rain,Festival,47
6,Thursday,Rain,NoEvent,44
8,Saturday,Clear,NoEvent,78
5,Saturday,Clear,Concert,73
11,Saturday,Rain,Concert,71
2,Friday,Clear,Festival,68
10,Monday,Rain,Sports,53
6,Tuesday,Cloudy,NoEvent,59
14,Monday,Cloudy,Concert,63
16,Saturday,Clear,NoEvent,70
8,Wednesday,Rain,Sports,48
6,Friday,Clear,Concert,68
9,Friday,Clear,Concert,57
20,Thursday,Cloudy,Sports,78
19,Friday,Cloudy,NoEvent,90
11,Tuesday,Clear,NoEvent,70
7,Friday,Clear,Concert,62
1,Saturday,Clear,NoEvent,84
2,Saturday,Cloudy,Concert,80
9,Wednesday,Cloudy,NoEvent,52
14,Sunday,Clear,Sports,70
2,Tuesday,Clear,Festival,59
21,Thursday,Clear,Sports,85
1,Thursday,Rain,Concert,58
10,Monday,Cloudy,NoEvent,52
6,Wednesday,Clear,Concert,54
21,Wednesday,Clear,Concert,88
1,Thursday,Clear,NoEvent,50
14,Thursday,Cloudy,Sports,57
4,Friday,Clear,Concert,61
2,Monday,Rain,Festival,59
14,Thursday,Clear,Festival,65
21,Monday,Cloudy,Concert,70
7,Wednesday,Rain,Concert,59
18,Tuesday,Clear,Festival,74
23,Thursday,Clear,Concert,66
21,Sunday,Rain,NoEvent,100
23,Tuesday,Clear,NoEvent,64
11,Monday,Rain,Sports,57
10,Monday,Cloudy,Sports,50
8,Friday,Cloudy,Sports,53
5,Wednesday,Clear,Sports,55
20,Thursday,Rain,Festival,72
19,Sunday,Clear,Concert,98
0,Friday,Clear,Sports,53
22,Friday,Clear,NoEvent,61
8,Monday,Rain,NoEvent,42
4,Sunday,Clear,Sports,75
2,Monday,Clear,NoEvent,61
6,Monday,Clear,Festival,50
9,Saturday,Rain,NoEvent,61
12,Friday,Rain,NoEvent,58
4,Tuesday,Cloudy,Sports,61
2,Wednesday,Clear,Festival,52
3,Thursday,Cloudy,Festival,59
5,Friday,Cloudy,Sports,60
14,Tuesday,Clear,Concert,58
2,Thursday,Rain,Festival,54
17,Sunday,Cloudy,Concert,100
12,Thursday,Cloudy,Concert,60
8,Monday,Rain,Sports,48
12,Sunday,Rain,Concert,77
8,Monday,Rain,Concert,45
1,Monday,Clear,Sports,52
8,Sunday,Cloudy,Sports,79
4,Thursday,Cloudy,NoEvent,55
3,Tuesday,Cloudy,Festival,66
2,Thursday,Clear,Sports,59
16,Tuesday,Clear,Concert,59
22,Saturday,Rain,Festival,64
5,Friday,Rain,Sports,59
19,Wednesday,Clear,NoEvent,90
12,Wednesday,Rain,NoEvent,43
12,Wednesday,Rain,Sports,54
20,Monday,Rain,Concert,75
21,Wednesday,Rain,Festival,76
23,Wednesday,Rain,Concert,57
21,Wednesday,Rain,NoEvent,80
11,Tuesday,Cloudy,NoEvent,59
4,Monday,Cloudy,NoEvent,67
8,Tuesday,Clear,Concert,55
1,Monday,Cloudy,Festival,52
10,Sunday,Rain,Sports,79
8,Tuesday,Cloudy,Sports,55
21,Friday,Cloudy,Sports,86
23,Wednesday,Rain,Concert,48
19,Wednesday,Cloudy,Concert,75
3,Sunday,Clear,Festival,77
13,Monday,Rain,Concert,54
9,Monday,Cloudy,Concert,65
20,Friday,Cloudy,Concert,77
5,Wednesday,Clear,Concert,67
6,Saturday,Clear,Sports,90
13,Tuesday,Cloudy,NoEvent,68
18,Thursday,Clear,Festival,82
6,Saturday,Clear,Concert,78
14,Wednesday,Clear,Sports,68
20,Monday,Clear,Festival,80
22,Friday,Rain,Festival,60
0,Friday,Rain,NoEvent,45
16,Wednesday,Cloudy,Concert,60
5,Monday,Clear,NoEvent,52
17,Thursday,Rain,Festival,72
15,Saturday,Clear,NoEvent,81
23,Saturday,Rain,Sports,78
13,Wednesday,Rain,Sports,58
10,Friday,Rain,Festival,44
5,Wednesday,Cloudy,Festival,62
21,Sunday,Rain,Concert,94
2,Tuesday,Rain,Festival,47
17,Saturday,Rain,NoEvent,90
9,Friday,Clear,Festival,70
16,Thursday,Clear,NoEvent,53
4,Saturday,Clear,Concert,90
20,Sunday,Rain,Sports,89
4,Tuesday,Clear,Festival,57
2,Friday,Clear,Concert,59
17,Saturday,Clear,Festival,92
3,Monday,Cloudy,Sports,62
11,Saturday,Cloudy,NoEvent,88
19,Wednesday,Cloudy,Festival,70
5,Friday,Rain,Concert,44
15,Monday,Clear,Concert,69
14,Tuesday,Rain,Sports,60
2,Monday,Cloudy,Concert,66
13,Saturday,Clear,Festival,77
12,Thursday,Rain,Sports,58
5,Monday,Cloudy,Festival,54
18,Thursday,Rain,Festival,72
4,Tuesday,Cloudy,Sports,55
6,Wednesday,Rain,Sports,43
21,Wednesday,Clear,Concert,82
3,Saturday,Rain,NoEvent,72
18,Sunday,Cloudy,Festival,100
13,Friday,Rain,NoEvent,40
12,Friday,Rain,Festival,54
23,Tuesday,Clear,Festival,50
8,Sunday,Clear,Festival,89
3,Saturday,Cloudy,NoEvent,81
2,Friday,Clear,Festival,50
23,Thursday,Cloudy,Concert,60
21,Monday,Clear,Festival,82
23,Thursday,Cloudy,NoEvent,61
23,Saturday,Rain,Concert,67
2,Saturday,Cloudy,Festival,83
19,Tuesday,Cloudy,Festival,80
18,Tuesday,Rain,Festival,65
13,Sunday,Clear,Festival,79
11,Thursday,Cloudy,Festival,56
22,Saturday,Rain,Concert,80
23,Saturday,Cloudy,Concert,73
17,Friday,Rain,Sports,61
12,Saturday,Clear,Festival,86
17,Tuesday,Rain,Sports,77
8,Saturday,Rain,Sports,60
16,Thursday,Clear,Festival,59
0,Wednesday,Cloudy,NoEvent,57
12,Monday,Clear,Festival,52
1,Wednesday,Clear,Festival,60
2,Thursday,Cloudy,Festival,65
15,Tuesday,Cloudy,NoEvent,69
17,Friday,Rain,Festival,64
16,Monday,Cloudy,Festival,59
0,Sunday,Rain,Festival,75
22,Monday,Cloudy,Concert,58
13,Saturday,Clear,Sports,75
1,Thursday,Rain,Festival,59
23,Sunday,Rain,Concert,80
15,Tuesday,Clear,Concert,70
9,Thursday,Clear,NoEvent,60
14,Saturday,Cloudy,Sports,88
10,Tuesday,Clear,NoEvent,54
13,Thursday,Cloudy,NoEvent,69
0,Saturday,Cloudy,Festival,82
19,Sunday,Rain,Concert,89
14,Saturday,Cloudy,NoEvent,76
18,Wednesday,Cloudy,Festival,74
1,Wednesday,Rain,Festival,57
17,Wednesday,Cloudy,Festival,75
2,Monday,Clear,Sports,61
9,Monday,Clear,Festival,66
5,Tuesday,Clear,Concert,57
17,Thursday,Clear,Sports,72
14,Friday,Cloudy,NoEvent,68
4,Monday,Cloudy,Concert,55
7,Monday,Cloudy,Concert,51
3,Wednesday,Cloudy,Sports,58
16,Wednesday,Clear,Concert,58
21,Friday,Clear,NoEvent,74
14,Saturday,Clear,Festival,89
2,Sunday,Cloudy,Festival,76
21,Wednesday,Rain,Sports,78
17,Thursday,Rain,Concert,74
23,Sunday,Rain,Sports,77
5,Friday,Clear,Sports,60
16,Thursday,Clear,Festival,61
4,Thursday,Cloudy,NoEvent,62
11,Tuesday,Clear,Sports,58
18,Sunday,Rain,NoEvent,95
1,Wednesday,Rain,NoEvent,42
8,Monday,Cloudy,Concert,50
16,Saturday,Cloudy,Sports,88
19,Wednesday,Clear,Sports,75
20,Monday,Rain,Concert,69
4,Saturday,Clear,Sports,71
12,Sunday,Rain,Concert,75
15,Tuesday,Rain,Festival,50
19,Friday,Clear,Concert,79
4,Tuesday,Rain,Sports,55
14,Tuesday,Rain,Sports,46
13,Monday,Cloudy,Concert,64
18,Monday,Clear,Sports,76
10,Monday,Clear,Festival,56
21,Sunday,Clear,Sports,92
3,Thursday,Cloudy,Concert,64
14,Monday,Rain,Sports,42
9,Sunday,Rain,Concert,62
2,Monday,Cloudy,NoEvent,64
21,Tuesday,Cloudy,NoEvent,84
14,Wednesday,Rain,Sports,46
2,Monday,Rain,Festival,48
16,Sunday,Clear,Sports,75
9,Friday,Clear,NoEvent,60
8,Saturday,Clear,Festival,76
7,Tuesday,Cloudy,NoEvent,67
7,Saturday,Rain,NoEvent,78
18,Monday,Rain,Sports,61
5,Friday,Cloudy,NoEvent,58
5,Tuesday,Clear,Sports,56
16,Sunday,Clear,NoEvent,70
23,Wednesday,Clear,Festival,66
6,Friday,Clear,Sports,61
9,Friday,Rain,Sports,49
1,Friday,Cloudy,Concert,53
20,Thursday,Cloudy,NoEvent,88
18,Friday,Cloudy,Concert,84
23,Saturday,Rain,NoEvent,63
17,Tuesday,Rain,Festival,77
19,Friday,Cloudy,Concert,76
21,Saturday,Clear,Festival,100
13,Wednesday,Cloudy,Sports,56
13,Friday,Clear,Concert,70
1,Thursday,Clear,Concert,52
22,Thursday,Clear,Festival,52
5,Sunday,Rain,NoEvent,75
9,Sunday,Clear,NoEvent,78
3,Monday,Rain,Sports,47
8,Tuesday,Cloudy,Festival,63
18,Sunday,Rain,Festival,85
3,Friday,Cloudy,Sports,66
4,Monday,Cloudy,NoEvent,69
17,Sunday,Clear,Festival,100
7,Tuesday,Clear,NoEvent,65
9,Sunday,Rain,Sports,71
14,Thursday,Rain,Sports,48
4,Tuesday,Clear,Concert,57
